Text,POS,Dep,IsSent,parNum,NNRExtracts,Polarity,Sent
Secondly  the Government have responded immediately to the industry's economic plight.,SecondlyRB theDT GovernmentNNP haveVBP respondedVBN immediatelyRB toTO theDT industryNN 'sPOS economicJJ plightNN ,"root(ROOT-0, responded-6) advmod(responded-6, Secondly-1) punct(responded-6, ,-2) det(Government-4, the-3) nsubj(responded-6, Government-4) aux(responded-6, have-5) advmod(responded-6, immediately-7) case(plight-13, to-8) det(industry-10, the-9) nmod:poss(plight-13, industry-10) case(industry-10, 's-11) amod(plight-13, economic-12) nmod:to(responded-6, plight-13) punct(responded-6, .-14)",1,16,"[plight, Government, ROOT, Secondly, immediately, responded]",1,2
It is significant that the leaders of the industry have accepted the Government's assurances,ItPRP isVBZ significantJJ thatIN theDT leadersNNS ofIN theDT industryNN haveVBP acceptedVBN theDT GovernmentNNP 'sPOS assurancesNNS ,"root(ROOT-0, significant-3) nsubj(significant-3, It-1) cop(significant-3, is-2) mark(accepted-11, that-4) det(leaders-6, the-5) nsubj(accepted-11, leaders-6) case(industry-9, of-7) det(industry-9, the-8) nmod:of(leaders-6, industry-9) aux(accepted-11, have-10) ccomp(significant-3, accepted-11) det(Government-13, the-12) nmod:poss(assurances-15, Government-13) case(Government-13, 's-14) dobj(accepted-11, assurances-15)",1,16,"[Government, assurances, accepted]",1,1
Why did the Government wait so long to issue the new regulations and to publish the advertisements advising pensioners when they could have taken the action 10 weeks earlier?,WhyWRB didVBD theDT GovernmentNNP waitVBD soRB longRB toTO issueVB theDT newJJ regulationsNNS andCC toTO publishVB theDT advertisementsNNS advisingVBG pensionersNNS whenWRB theyPRP couldMD haveVB takenVBN theDT actionNN 10CD weeksNNS earlierRBR ,"root(ROOT-0, wait-5) advmod(wait-5, Why-1) aux(wait-5, did-2) det(Government-4, the-3) nsubj(wait-5, Government-4) advmod(long-7, so-6) advmod(wait-5, long-7) mark(issue-9, to-8) xcomp(wait-5, issue-9) det(regulations-12, the-10) amod(regulations-12, new-11) dobj(issue-9, regulations-12) cc(issue-9, and-13) mark(publish-15, to-14) xcomp(wait-5, publish-15) conj:and(issue-9, publish-15) det(advertisements-17, the-16) dobj(publish-15, advertisements-17) acl(advertisements-17, advising-18) dobj(advising-18, pensioners-19) advmod(taken-24, when-20) nsubj(taken-24, they-21) aux(taken-24, could-22) aux(taken-24, have-23) advcl(publish-15, taken-24) det(action-26, the-25) dobj(taken-24, action-26) nummod(weeks-28, 10-27) nmod:npmod(earlier-29, weeks-28) advmod(taken-24, earlier-29) punct(wait-5, ?-30)",1,3,"[Why, Government, publish, wait, long, ROOT, issue]",2,2
Had we acted earlier  we could have caused a great deal of unnecessary confusion and worry to those reaching pension age before 6 July.,HadNNP wePRP actedVBD earlierRBR wePRP couldMD haveVB causedVBN aDT greatJJ dealNN ofIN unnecessaryJJ confusionNN andCC worryNN toTO thoseDT reachingVBG pensionNN ageNN beforeIN 6CD JulyNNP ,"root(ROOT-0, caused-9) aux(acted-3, Had-1) nsubj(acted-3, we-2) advcl(caused-9, acted-3) advmod(acted-3, earlier-4) punct(caused-9, ,-5) nsubj(caused-9, we-6) nsubj(worry-17, we-6) aux(caused-9, could-7) aux(caused-9, have-8) det(deal-12, a-10) amod(deal-12, great-11) dobj(caused-9, deal-12) case(confusion-15, of-13) amod(confusion-15, unnecessary-14) nmod:of(deal-12, confusion-15) cc(caused-9, and-16) conj:and(caused-9, worry-17) case(those-19, to-18) nmod:to(worry-17, those-19) acl(those-19, reaching-20) compound(age-22, pension-21) dobj(reaching-20, age-22) case(July-25, before-23) nummod(July-25, 6-24) nmod:before(reaching-20, July-25) punct(caused-9, .-26)",0,4,[ ],0,2
I confirm what my hon. Friend said.,IPRP confirmVBP whatWP myPRP$ honNN FriendNNP saidVBD ,"root(ROOT-0, confirm-2) nsubj(confirm-2, I-1) dobj(said-7, what-3) nmod:poss(Friend-6, my-4) compound(Friend-6, hon.-5) nsubj(said-7, Friend-6) ccomp(confirm-2, said-7) punct(confirm-2, .-8)",0,6,[ ],0,2
Does the Minister agree that the hon. Member for Birmingham  Perry Barr (Mr. Rooker) cannot have it both ways?,DoesVBZ theDT MinisterNNP agreeVBP thatIN theDT honNN MemberNNP forIN BirminghamNNP PerryNNP BarrNNP (( MrNNP RookerNNP )) canMD notRB haveVB itPRP bothDT waysNNS ,"root(ROOT-0, agree-4) aux(agree-4, Does-1) det(Minister-3, the-2) nsubj(agree-4, Minister-3) mark(have-20, that-5) det(Member-8, the-6) compound(Member-8, hon.-7) nsubj(have-20, Member-8) case(Birmingham-10, for-9) nmod:for(Member-8, Birmingham-10) punct(Member-8, ,-11) compound(Barr-13, Perry-12) appos(Member-8, Barr-13) punct(Rooker-16, -LRB--14) compound(Rooker-16, Mr.-15) appos(Barr-13, Rooker-16) punct(Rooker-16, -RRB--17) aux(have-20, can-18) neg(have-20, not-19) ccomp(agree-4, have-20) dobj(have-20, it-21) det(ways-23, both-22) dobj(have-20, ways-23) punct(agree-4, ?-24)",1,7,"[ , Birmingham, it, ways, not, Minister, ROOT, Rooker, agree, Member, have, Barr]",2,2
He supports the dispute  as do the official Opposition  but should they not have the courage to tell the Civil Service unions that action affecting pensioners and those who draw benefits is not the best way of making their well justified point?,HePRP supportsVBZ theDT disputeNN asIN doVBP theDT officialJJ OppositionNNP butCC shouldMD theyPRP notRB haveVBP theDT courageNN toTO tellVB theDT CivilNNP ServiceNNP unionsNNS thatWDT actionNN affectingVBG pensionersNNS andCC thoseDT whoWP drawVBP benefitsNNS isVBZ notRB theDT bestJJS wayNN ofIN makingVBG theirPRP$ wellNN justifiedVBN pointNN ,"root(ROOT-0, supports-2) nsubj(supports-2, He-1) det(dispute-4, the-3) dobj(supports-2, dispute-4) punct(supports-2, ,-5) mark(do-7, as-6) advcl(supports-2, do-7) det(Opposition-10, the-8) amod(Opposition-10, official-9) dobj(do-7, Opposition-10) punct(supports-2, ,-11) cc(supports-2, but-12) aux(have-16, should-13) nsubj(have-16, they-14) neg(have-16, not-15) conj:but(supports-2, have-16) det(courage-18, the-17) dobj(have-16, courage-18) mark(tell-20, to-19) acl(courage-18, tell-20) det(unions-24, the-21) compound(unions-24, Civil-22) compound(unions-24, Service-23) dobj(tell-20, unions-24) dobj(way-38, that-25) nsubj(way-38, action-26) acl(action-26, affecting-27) dobj(affecting-27, pensioners-28) cc(pensioners-28, and-29) dobj(affecting-27, those-30) conj:and(pensioners-28, those-30) nsubj(draw-32, who-31) acl:relcl(pensioners-28, draw-32) dobj(draw-32, benefits-33) cop(way-38, is-34) neg(way-38, not-35) det(way-38, the-36) amod(way-38, best-37) acl:relcl(unions-24, way-38) mark(making-40, of-39) acl(way-38, making-40) nmod:poss(point-44, their-41) advmod(justified-43, well-42) amod(point-44, justified-43) dobj(making-40, point-44) punct(supports-2, ?-45)",1,7,"[do, supports, dispute, Opposition, ROOT, but, He, official]",2,1
The hon. Gentleman is absolutely right.,TheDT honNN GentlemanNNP isVBZ absolutelyRB rightJJ ,"root(ROOT-0, right-6) det(Gentleman-3, The-1) compound(Gentleman-3, hon.-2) nsubj(right-6, Gentleman-3) cop(right-6, is-4) advmod(right-6, absolutely-5) punct(right-6, .-7)",1,8,"[absolutely, ROOT, right, Gentleman]",1,1
That is in the Government's hands.,ThatDT isVBZ inIN theDT GovernmentNNP 'sPOS handsNNS ,"root(ROOT-0, hands-7) nsubj(hands-7, That-1) cop(hands-7, is-2) case(hands-7, in-3) det(Government-5, the-4) nmod:poss(hands-7, Government-5) case(Government-5, 's-6) punct(hands-7, .-8)",0,9,"[hands, ROOT, That, Government]",0,2
While I welcome the arrangements that the Government have made  may I ask my hon. Friend to give an assurance that new pensioners will be given the benefit of any doubt and that there will be no question of those likely to be entitled to pension having to apply for supplementary benefit?,WhileIN IPRP welcomeVBP theDT arrangementsNNS thatIN theDT GovernmentNNP haveVBP madeVBN mayMD IPRP askVB myPRP$ honNN FriendNNP toTO giveVB anDT assuranceNN thatWDT newJJ pensionersNNS willMD beVB givenVBN theDT benefitNN ofIN anyDT doubtNN andCC thatIN thereEX willMD beVB noDT questionNN ofIN thoseDT likelyJJ toTO beVB entitledVBN toTO pensionNN havingVBG toTO applyVB forIN supplementaryJJ benefitNN ,"root(ROOT-0, ask-14) mark(welcome-3, While-1) nsubj(welcome-3, I-2) advcl(ask-14, welcome-3) det(arrangements-5, the-4) dobj(welcome-3, arrangements-5) dobj(made-10, that-6) det(Government-8, the-7) nsubj(made-10, Government-8) aux(made-10, have-9) acl:relcl(arrangements-5, made-10) punct(ask-14, ,-11) aux(ask-14, may-12) nsubj(ask-14, I-13) nmod:poss(Friend-17, my-15) compound(Friend-17, hon.-16) dobj(ask-14, Friend-17) mark(give-19, to-18) xcomp(ask-14, give-19) det(assurance-21, an-20) dobj(give-19, assurance-21) mark(given-27, that-22) amod(pensioners-24, new-23) nsubjpass(given-27, pensioners-24) aux(given-27, will-25) auxpass(given-27, be-26) ccomp(assurance-21, given-27) det(benefit-29, the-28) dobj(given-27, benefit-29) case(doubt-32, of-30) det(doubt-32, any-31) nmod:of(benefit-29, doubt-32) cc(given-27, and-33) mark(question-39, that-34) expl(question-39, there-35) aux(question-39, will-36) cop(question-39, be-37) neg(question-39, no-38) ccomp(assurance-21, question-39) conj:and(given-27, question-39) case(those-41, of-40) nmod:of(question-39, those-41) amod(those-41, likely-42) mark(entitled-45, to-43) auxpass(entitled-45, be-44) xcomp(likely-42, entitled-45) case(pension-47, to-46) nmod:to(entitled-45, pension-47) acl(pension-47, having-48) mark(apply-50, to-49) xcomp(having-48, apply-50) case(benefit-53, for-51) amod(benefit-53, supplementary-52) nmod:for(apply-50, benefit-53) punct(ask-14, ?-54)",1,10,"[welcome, Friend, made, give, Government, arrangements, my, I, ROOT, that, ask]",1,1
Is not there a stark contrast between the Government's behaviour in this dispute and the behaviour of the civil servants?,IsVBZ notRB thereEX aDT starkJJ contrastNN betweenIN theDT GovernmentNNP 'sPOS behaviourNN inIN thisDT disputeNN andCC theDT behaviourNN ofIN theDT civilJJ servantsNNS ,"root(ROOT-0, Is-1) neg(there-3, not-2) advmod(Is-1, there-3) det(contrast-6, a-4) amod(contrast-6, stark-5) dep(there-3, contrast-6) case(behaviour-11, between-7) det(Government-9, the-8) nmod:poss(behaviour-11, Government-9) case(Government-9, 's-10) nmod:between(contrast-6, behaviour-11) case(dispute-14, in-12) det(dispute-14, this-13) nmod:in(behaviour-11, dispute-14) cc(behaviour-11, and-15) det(behaviour-17, the-16) nmod:between(contrast-6, behaviour-17) conj:and(behaviour-11, behaviour-17) case(servants-21, of-18) det(servants-21, the-19) amod(servants-21, civil-20) nmod:of(behaviour-17, servants-21) punct(Is-1, ?-22)",1,12,"[contrast, Government, dispute, behaviour, and]",2,2
Under extreme provocation and frustration  the civil servants have continued to ensure that the beneficiaries have been paid while the Government  who from the beginning knew that they intended to provoke and maintain a long standing dispute  failed to take any measures to alert the beneficiaries.,UnderIN extremeJJ provocationNN andCC frustrationNN theDT civilJJ servantsNNS haveVBP continuedVBN toTO ensureVB thatIN theDT beneficiariesNNS haveVBP beenVBN paidVBN whileIN theDT GovernmentNNP whoWP fromIN theDT beginningVBG knewVBD thatIN theyPRP intendedVBD toTO provokeVB andCC maintainVB aDT longJJ standingVBG disputeNN failedVBD toTO takeVB anyDT measuresNNS toTO alertVB theDT beneficiariesNNS ,"root(ROOT-0, continued-11) case(provocation-3, Under-1) amod(provocation-3, extreme-2) nmod:under(continued-11, provocation-3) cc(provocation-3, and-4) conj:and(provocation-3, frustration-5) nmod:under(continued-11, frustration-5) punct(continued-11, ,-6) det(servants-9, the-7) amod(servants-9, civil-8) nsubj(continued-11, servants-9) aux(continued-11, have-10) mark(ensure-13, to-12) xcomp(continued-11, ensure-13) mark(paid-19, that-14) det(beneficiaries-16, the-15) nsubjpass(paid-19, beneficiaries-16) aux(paid-19, have-17) auxpass(paid-19, been-18) ccomp(ensure-13, paid-19) mark(failed-41, while-20) det(Government-22, the-21) nsubj(failed-41, Government-22) punct(Government-22, ,-23) nsubj(knew-28, who-24) case(beginning-27, from-25) det(beginning-27, the-26) nmod:from(who-24, beginning-27) acl:relcl(Government-22, knew-28) mark(intended-31, that-29) nsubj(intended-31, they-30) ccomp(knew-28, intended-31) mark(provoke-33, to-32) xcomp(intended-31, provoke-33) cc(provoke-33, and-34) xcomp(intended-31, maintain-35) conj:and(provoke-33, maintain-35) det(dispute-39, a-36) amod(dispute-39, long-37) compound(dispute-39, standing-38) dobj(provoke-33, dispute-39) punct(Government-22, ,-40) advcl(paid-19, failed-41) mark(take-43, to-42) xcomp(failed-41, take-43) det(measures-45, any-44) dobj(take-43, measures-45) mark(alert-47, to-46) advcl(take-43, alert-47) det(beneficiaries-49, the-48) dobj(alert-47, beneficiaries-49) punct(continued-11, .-50)",1,12,"[ , paid, dispute, Government, take, continued, knew, provocation, provoke, who, servants, alert, ROOT, ensure, failed, intended]",2,2
That is disgraceful.,ThatDT isVBZ disgracefulJJ ,"root(ROOT-0, disgraceful-3) nsubj(disgraceful-3, That-1) cop(disgraceful-3, is-2) punct(disgraceful-3, .-4)",0,12,[ ],0,2
Is not the best solution for the Government to drop their intransigence  to follow the lead that has been taken by the Civil Service  to settle the dispute  to give some justice back to the civil servants and to make sure that all beneficiaries are paid at the proper time and at the proper level?,IsVBZ notRB theDT bestJJS solutionNN forIN theDT GovernmentNNP toTO dropVB theirPRP$ intransigenceNN toTO followVB theDT leadNN thatWDT hasVBZ beenVBN takenVBN byIN theDT CivilNNP ServiceNNP toTO settleVB theDT disputeNN toTO giveVB someDT justiceNN backRB toTO theDT civilJJ servantsNNS andCC toTO makeVB sureJJ thatIN allDT beneficiariesNNS areVBP paidVBN atIN theDT properJJ timeNN andCC atIN theDT properJJ levelNN ,"root(ROOT-0, follow-15) cop(solution-5, Is-1) neg(solution-5, not-2) det(solution-5, the-3) amod(solution-5, best-4) dep(follow-15, solution-5) case(Government-8, for-6) det(Government-8, the-7) nmod:for(solution-5, Government-8) mark(drop-10, to-9) acl(solution-5, drop-10) nmod:poss(intransigence-12, their-11) dobj(drop-10, intransigence-12) punct(follow-15, ,-13) mark(follow-15, to-14) det(lead-17, the-16) dobj(follow-15, lead-17) nsubjpass(taken-21, that-18) aux(taken-21, has-19) auxpass(taken-21, been-20) acl:relcl(lead-17, taken-21) case(Service-25, by-22) det(Service-25, the-23) compound(Service-25, Civil-24) nmod:agent(taken-21, Service-25) punct(follow-15, ,-26) mark(settle-28, to-27) advcl(follow-15, settle-28) det(dispute-30, the-29) dobj(settle-28, dispute-30) punct(follow-15, ,-31) mark(give-33, to-32) parataxis(follow-15, give-33) det(justice-35, some-34) dobj(give-33, justice-35) advmod(give-33, back-36) case(servants-40, to-37) det(servants-40, the-38) amod(servants-40, civil-39) nmod:to(back-36, servants-40) cc(give-33, and-41) mark(make-43, to-42) parataxis(follow-15, make-43) conj:and(give-33, make-43) xcomp(make-43, sure-44) mark(paid-49, that-45) det(beneficiaries-47, all-46) nsubjpass(paid-49, beneficiaries-47) auxpass(paid-49, are-48) ccomp(sure-44, paid-49) case(time-53, at-50) det(time-53, the-51) amod(time-53, proper-52) nmod:at(paid-49, time-53) cc(paid-49, and-54) case(level-58, at-55) det(level-58, the-56) amod(level-58, proper-57) ccomp(sure-44, level-58) conj:and(paid-49, level-58) punct(follow-15, ?-59)",1,12,"[not, drop, solution, Government, best, follow]",2,2
The hon. Gentleman knows perfectly well that extensive efforts have been made by my right hon. and hon. Friends at the Civil Service Department.,TheDT honNN GentlemanNNP knowsVBZ perfectlyRB wellRB thatIN extensiveJJ effortsNNS haveVBP beenVBN madeVBN byIN myPRP$ rightJJ honNN andCC honVB FriendsNNS atIN theDT CivilNNP ServiceNNP DepartmentNNP ,"root(ROOT-0, knows-4) det(Gentleman-3, The-1) compound(Gentleman-3, hon.-2) nsubj(knows-4, Gentleman-3) advmod(well-6, perfectly-5) advmod(knows-4, well-6) mark(made-12, that-7) amod(efforts-9, extensive-8) nsubjpass(made-12, efforts-9) aux(made-12, have-10) auxpass(made-12, been-11) ccomp(knows-4, made-12) case(hon.-16, by-13) nmod:poss(hon.-16, my-14) amod(hon.-16, right-15) nmod:agent(made-12, hon.-16) cc(hon.-16, and-17) compound(Friends-19, hon.-18) nmod:agent(made-12, Friends-19) conj:and(hon.-16, Friends-19) case(Department-24, at-20) det(Department-24, the-21) compound(Department-24, Civil-22) compound(Department-24, Service-23) nmod:at(made-12, Department-24) punct(knows-4, .-25)",1,13,"[ROOT, knows, Gentleman, made, well]",2,1
Does my right hon. Friend accept that his proposals will be enthusiastically supported on the Conservative Benches and  indeed  in the country because in a high risk industry State monopoly and State investment are not in the best interests of the consumer?,DoesNNP myPRP$ rightJJ honNN FriendNNP acceptVBZ thatIN hisPRP$ proposalsNNS willMD beVB enthusiasticallyRB supportedVBN onIN theDT ConservativeJJ BenchesNNP andCC indeedRB inIN theDT countryNN becauseIN inIN aDT highJJ riskNN industryNN StateNNP monopolyNN andCC StateNNP investmentNN areVBP notRB inIN theDT bestJJS interestsNNS ofIN theDT consumerNN ,"root(ROOT-0, accept-6) aux(accept-6, Does-1) nmod:poss(Friend-5, my-2) amod(Friend-5, right-3) compound(Friend-5, hon.-4) nsubj(accept-6, Friend-5) mark(supported-13, that-7) nmod:poss(proposals-9, his-8) nsubjpass(supported-13, proposals-9) aux(supported-13, will-10) auxpass(supported-13, be-11) advmod(supported-13, enthusiastically-12) ccomp(accept-6, supported-13) case(Benches-17, on-14) det(Benches-17, the-15) amod(Benches-17, Conservative-16) nmod:on(supported-13, Benches-17) cc(supported-13, and-18) punct(supported-13, ,-19) advmod(supported-13, indeed-20) punct(supported-13, ,-21) case(country-24, in-22) det(country-24, the-23) nmod:in(supported-13, country-24) mark(interests-41, because-25) case(monopoly-32, in-26) det(monopoly-32, a-27) amod(monopoly-32, high-28) compound(monopoly-32, risk-29) compound(monopoly-32, industry-30) compound(monopoly-32, State-31) nmod:in(interests-41, monopoly-32) cc(monopoly-32, and-33) compound(investment-35, State-34) conj:and(monopoly-32, investment-35) nmod:in(interests-41, investment-35) cop(interests-41, are-36) neg(interests-41, not-37) case(interests-41, in-38) det(interests-41, the-39) amod(interests-41, best-40) advcl:in(supported-13, interests-41) case(consumer-44, of-42) det(consumer-44, the-43) nmod:of(interests-41, consumer-44) punct(accept-6, ?-45)",1,3,"[accept, Benches, Conservative, supported, Friend, my, proposals, ROOT, his]",1,1
I share my hon. Friend's view that the proposals will be good for British industry  for the successful development of our oil and gas industries and  above all  for the nation.,IPRP shareNN myPRP$ honNN FriendNNP 'sPOS viewNN thatIN theDT proposalsNNS willMD beVB goodJJ forIN BritishJJ industryNN forIN theDT successfulJJ developmentNN ofIN ourPRP$ oilNN andCC gasNN industriesNNS andCC aboveIN allDT forIN theDT nationNN ,"root(ROOT-0, share-2) nsubj(share-2, I-1) nsubj(share-2'', I-1) conj:and(share-2, share-2'') nmod:poss(Friend-5, my-3) compound(Friend-5, hon.-4) nmod:poss(view-7, Friend-5) case(Friend-5, 's-6) dobj(share-2, view-7) mark(good-13, that-8) det(proposals-10, the-9) nsubj(good-13, proposals-10) aux(good-13, will-11) cop(good-13, be-12) ccomp(view-7, good-13) case(industry-16, for-14) amod(industry-16, British-15) nmod:for(good-13, industry-16) punct(share-2, ,-17) case(development-21, for-18) det(development-21, the-19) amod(development-21, successful-20) nmod:for(share-2, development-21) case(oil-24, of-22) nmod:poss(oil-24, our-23) nmod:of(development-21, oil-24) cc(oil-24, and-25) compound(industries-27, gas-26) nmod:of(development-21, industries-27) conj:and(oil-24, industries-27) cc(share-2, and-28) punct(nation-35, ,-29) case(all-31, above-30) nmod:above(nation-35, all-31) punct(nation-35, ,-32) case(nation-35, for-33) det(nation-35, the-34) nmod:for(share-2'', nation-35) punct(share-2, .-36)",1,4,"[Friend, share, my, view, good]",1,1
Is the right hon. Gentleman aware that his statement will be seen as pure party political dogma?,IsVBZ theDT rightJJ honNN GentlemanNNP awareVBZ thatIN hisPRP$ statementNN willMD beVB seenVBN asIN pureJJ partyNN politicalJJ dogmaNN ,"root(ROOT-0, aware-6) cop(aware-6, Is-1) det(Gentleman-5, the-2) amod(Gentleman-5, right-3) compound(Gentleman-5, hon.-4) nsubj(aware-6, Gentleman-5) mark(seen-12, that-7) nmod:poss(statement-9, his-8) nsubjpass(seen-12, statement-9) aux(seen-12, will-10) auxpass(seen-12, be-11) ccomp(aware-6, seen-12) case(dogma-17, as-13) amod(dogma-17, pure-14) compound(dogma-17, party-15) amod(dogma-17, political-16) nmod:as(seen-12, dogma-17) punct(aware-6, ?-18)",1,5,"[seen, statement, aware, ROOT, his, Gentleman]",2,2
Is the right hon. Gentleman aware that the proposal will be construed as the Government bending to industrial blackmail?,IsVBZ theDT rightJJ honNN GentlemanNNP awareVBZ thatIN theDT proposalNN willMD beVB construedVBN asIN theDT GovernmentNNP bendingNN toTO industrialJJ blackmailNN ,"root(ROOT-0, aware-6) cop(aware-6, Is-1) det(Gentleman-5, the-2) amod(Gentleman-5, right-3) compound(Gentleman-5, hon.-4) nsubj(aware-6, Gentleman-5) mark(construed-12, that-7) det(proposal-9, the-8) nsubjpass(construed-12, proposal-9) aux(construed-12, will-10) auxpass(construed-12, be-11) ccomp(aware-6, construed-12) mark(bending-16, as-13) det(Government-15, the-14) nsubj(bending-16, Government-15) advcl(construed-12, bending-16) mark(blackmail-19, to-17) amod(blackmail-19, industrial-18) xcomp(bending-16, blackmail-19) punct(aware-6, ?-20)",1,5,"[Gentleman, blackmail, Government, bending, aware, ROOT, construed]",2,2
With regard to his question about gas  I am sorry to see that even though the right hon. Gentleman has switched parties he is still in favour of monopoly.,WithIN regardNN toTO hisPRP$ questionNN aboutIN gasNN IPRP amVBP sorryJJ toTO seeVB thatIN evenRB thoughIN theDT rightJJ honNN GentlemanNNP hasVBZ switchedVBN partiesNNS hePRP isVBZ stillRB inIN favourNN ofIN monopolyNN ,"root(ROOT-0, sorry-11) case(regard-2, With-1) nmod:with(sorry-11, regard-2) case(question-5, to-3) nmod:poss(question-5, his-4) nmod:to(regard-2, question-5) case(gas-7, about-6) nmod:about(question-5, gas-7) punct(sorry-11, ,-8) nsubj(sorry-11, I-9) cop(sorry-11, am-10) mark(see-13, to-12) xcomp(sorry-11, see-13) dobj(see-13, that-14) advmod(switched-22, even-15) mark(switched-22, though-16) det(Gentleman-20, the-17) amod(Gentleman-20, right-18) compound(Gentleman-20, hon.-19) nsubj(switched-22, Gentleman-20) aux(switched-22, has-21) acl(that-14, switched-22) dobj(switched-22, parties-23) nsubj(favour-28, he-24) cop(favour-28, is-25) advmod(favour-28, still-26) case(favour-28, in-27) acl:relcl(parties-23, favour-28) case(monopoly-30, of-29) nmod:of(favour-28, monopoly-30) punct(sorry-11, .-31)",1,6,"[Gentleman, monopoly, even, regard, his, switched, gas, favour, parties, that, still, question, he]",2,1
Is the House aware that the Government are once again showing  as they do on all occasions  that they are anti public enterprise  even when  on any criteria  such enterprises have proved successful in other parts of the world?,IsVBZ theDT HouseNNP awareNN thatIN theDT GovernmentNNP areVBP onceRB againRB showingVBG asIN theyPRP doVBP onIN allDT occasionsNNS thatIN theyPRP areVBP antiJJ publicJJ enterpriseNN evenRB whenWRB onIN anyDT criteriaNNS suchJJ enterprisesNNS haveVBP provedVBN successfulJJ inIN otherJJ partsNNS ofIN theDT worldNN ,"root(ROOT-0, aware-4) cop(aware-4, Is-1) det(House-3, the-2) nsubj(aware-4, House-3) mark(showing-11, that-5) det(Government-7, the-6) nsubj(showing-11, Government-7) aux(showing-11, are-8) advmod(again-10, once-9) advmod(showing-11, again-10) ccomp(aware-4, showing-11) punct(showing-11, ,-12) mark(do-15, as-13) nsubj(do-15, they-14) advcl(showing-11, do-15) case(occasions-18, on-16) det(occasions-18, all-17) nmod:on(do-15, occasions-18) punct(enterprise-25, ,-19) mark(enterprise-25, that-20) nsubj(enterprise-25, they-21) cop(enterprise-25, are-22) amod(enterprise-25, anti-23) amod(enterprise-25, public-24) dep(aware-4, enterprise-25) punct(enterprise-25, ,-26) advmod(when-28, even-27) advmod(enterprise-25, when-28) punct(enterprise-25, ,-29) case(criteria-32, on-30) det(criteria-32, any-31) nmod:on(enterprise-25, criteria-32) punct(criteria-32, ,-33) amod(enterprises-35, such-34) nsubj(proved-37, enterprises-35) aux(proved-37, have-36) acl:relcl(criteria-32, proved-37) xcomp(proved-37, successful-38) case(parts-41, in-39) amod(parts-41, other-40) nmod:in(successful-38, parts-41) case(world-44, of-42) det(world-44, the-43) nmod:of(parts-41, world-44) punct(aware-4, ?-45)",1,10,"[aware, again, Government, showing, do]",2,1
The right hon. Gentleman huffs and puffs in his customary way.,TheDT rightJJ honNN GentlemanNNP huffsNNS andCC puffsNNS inIN hisPRP$ customaryJJ wayNN ,"root(ROOT-0, huffs-5) det(huffs-5, The-1) amod(huffs-5, right-2) compound(huffs-5, hon.-3) compound(huffs-5, Gentleman-4) cc(huffs-5, and-6) conj:and(huffs-5, puffs-7) case(way-11, in-8) nmod:poss(way-11, his-9) amod(way-11, customary-10) nmod:in(huffs-5, way-11) punct(huffs-5, .-12)",1,11,"[customary, way, ROOT, right, huffs, his, and]",2,2
I congratulate my right hon. Friend on his bold and imaginative statement  which was long overdue.,IPRP congratulateVBP myPRP$ rightJJ honNN FriendNNP onIN hisPRP$ boldNN andCC imaginativeJJ statementNN whichWDT wasVBD longRB overdueJJ ,"root(ROOT-0, congratulate-2) nsubj(congratulate-2, I-1) nmod:poss(Friend-6, my-3) amod(Friend-6, right-4) compound(Friend-6, hon.-5) dobj(congratulate-2, Friend-6) case(statement-12, on-7) nmod:poss(statement-12, his-8) amod(statement-12, bold-9) cc(bold-9, and-10) conj:and(bold-9, imaginative-11) amod(statement-12, imaginative-11) nmod:on(congratulate-2, statement-12) punct(statement-12, ,-13) nsubj(overdue-17, which-14) cop(overdue-17, was-15) advmod(overdue-17, long-16) acl:relcl(statement-12, overdue-17) punct(congratulate-2, .-18)",1,13,"[congratulate, imaginative, overdue, I, Friend, my, bold, ROOT, his, statement]",1,1
Will he confirm that on the whole  the British Gas Corporation's monopoly of distribution and purchase has done untold harm to the economy over a number of years?,WillMD hePRP confirmVB thatIN onIN theDT wholeJJ theDT BritishJJ GasNNP CorporationNNP 'sPOS monopolyNN ofIN distributionNN andCC purchaseNN hasVBZ doneVBN untoldJJ harmNN toTO theDT economyNN overIN aDT numberNN ofIN yearsNNS ,"root(ROOT-0, confirm-3) aux(confirm-3, Will-1) nsubj(confirm-3, he-2) mark(done-20, that-4) case(whole-7, on-5) det(whole-7, the-6) nmod:on(done-20, whole-7) punct(done-20, ,-8) det(Corporation-12, the-9) compound(Corporation-12, British-10) compound(Corporation-12, Gas-11) nmod:poss(monopoly-14, Corporation-12) case(Corporation-12, 's-13) nsubj(done-20, monopoly-14) case(distribution-16, of-15) nmod:of(monopoly-14, distribution-16) cc(monopoly-14, and-17) conj:and(monopoly-14, purchase-18) nsubj(done-20, purchase-18) aux(done-20, has-19) ccomp(confirm-3, done-20) amod(harm-22, untold-21) dobj(done-20, harm-22) case(economy-25, to-23) det(economy-25, the-24) nmod:to(harm-22, economy-25) case(number-28, over-26) det(number-28, a-27) nmod:over(done-20, number-28) case(years-30, of-29) nmod:of(number-28, years-30) punct(confirm-3, ?-31)",0,13,[ ],0,2
